Step,Intermediate (Substrate),Enzyme,EC,Gene,Product,Compound,Other Pathway Connections/Alternatives,aux_availible,shared_enzyme,shared_compound,pathway,step_in_pathway,shared_enzyme_amount,shared_compound_amount,shared_ec_list,shared_ec_count,shared_compound_list,shared_compound_count,
I0,Pyruvate,Pyruvate Carboxylase,6.4.1.1,pyc,Oxaloacetate,C00036,–,FALSE,"['K0', 'T0', 'M0']","['K0', 'T0', 'M0']",I,0,3,3,"['R00344', 'R00344', 'R00344', 'R00344', 'R00344', 'R00344']",6,"['R00351', 'R00341', 'R00357', 'R01731', 'R00345', 'R00342', 'R00341', 'R00342', 'R00355', 'R00339', 'R00348', 'R00931', 'R00342', 'R00351', 'R00341', 'R00355', 'R01731', 'R00351', 'R00342', 'R00341', 'R00345', 'R00342', 'R00345', 'R00341', 'R00342', 'R00931', 'R00345', 'R00351', 'R00342', 'R00341', 'R00361', 'R00931', 'R00355', 'R00351', 'R00355', 'R00355', 'R00351', 'R00355', 'R01731', 'R00341', 'R00351', 'R00342', 'R00341', 'R00361', 'R00351', 'R00345', 'R00341', 'R00342', 'R01257', 'R00351', 'R00342', 'R00339', 'R00351', 'R00931', 'R00345', 'R00342', 'R00345', 'R00342', 'R00341', 'R00345', 'R00342', 'R00342', 'R00345', 'R00348', 'R00357', 'R00355', 'R00355', 'R01731']",68,Ec
I1,Oxaloacetate,Aspartate Transaminase,2.6.1.1,aspC,L‑Aspartate,C00049,Amino group usually donated by glutamate.,TRUE,"['K1', 'T1', 'M1', 'E3', 'Q3', 'P3', 'R3']","['K1', 'T1', 'M1']",I,1,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00357', 'R00490', 'R00483', 'R00480', 'R01731', 'R01954', 'R04591', 'R01135', 'R00481', 'R00489', 'R00355', 'R00484', 'R00355', 'R01954', 'R00480', 'R04591', 'R00483', 'R00489', 'R01731', 'R00480', 'R00355', 'R00480', 'R00355', 'R00480', 'R00355', 'R00355', 'R01954', 'R00483', 'R01731', 'R01135', 'R00481', 'R00489', 'R01135', 'R01397', 'R04591', 'R01135', 'R01397', 'R00483', 'R00578', 'R00485', 'R00357', 'R00355', 'R01954', 'R01135', 'R00490', 'R01397', 'R00480', 'R00480', 'R00480', 'R01954', 'R00355', 'R01731', 'R00489', 'R00489', 'R00483', 'R00485', 'R00481', 'R00489', 'R00480', 'R05577']",60,Ec
I2,L‑Aspartate,Aspartokinase,2.7.2.4,lysC,Aspartyl‑phosphate,C03082,Key regulatory step for lysine synthesis.,TRUE,"['K2', 'T2', 'M2']","['K2', 'T2', 'M2']",I,2,3,3,"['R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480', 'R00480']",9,"['R00480', 'R02291', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R02291', 'R00480', 'R00480', 'R02291', 'R00480']",17,Ec
I3,Aspartyl‑phosphate,Aspartate Semialdehyde Dehydrogenase,1.2.1.11,asd,Aspartate Semialdehyde,C03972,Branch point intermediate. C01102,TRUE,"['K3', 'T3', 'M3', 'R6']","['K3', 'K5', 'T3', 'M3']",I,3,4,4,"['R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291']",8,"['R04365', 'R04198', 'R04198', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198', 'R04365', 'R04198']",10,Ec
I4,Aspartate Semialdehyde,Homoserine Dehydrogenase,1.1.1.3,thrA,Homoserine,C00263,Shared with methionine synthesis.,TRUE,"['T4', 'M4']","['T4', 'M4']",I,4,2,2,"['R01773', 'R01773', 'R01773', 'R01773', 'R01773', 'R01773', 'R01773']",7,"['R01773', 'R01771', 'R01776', 'R01777', 'R01773', 'R01777', 'R01771', 'R01771', 'R01773', 'R01771', 'R01773', 'R01777', 'R01777', 'R01771', 'R01773', 'R01776', 'R01777', 'R01773', 'R01771', 'R01773']",20,Ec
I5,Homoserine,Homoserine Kinase,2.7.1.39,thrB,O‑Phosphohomoserine,C01102,Activates homoserine for conversion.,TRUE,['T5'],['T5'],I,5,1,1,"['R01771', 'R01771', 'R01771', 'R01771', 'R01771', 'R01771']",6,"['R01771', 'R01466', 'R01771', 'R01466', 'R01466', 'R01771', 'R01466', 'R01771', 'R01466', 'R01771', 'R01771']",11,Ec
I6,O‑Phosphohomoserine,Threonine Synthase,4.2.3.1,thrC,L‑Threonine,C00188,Final step in threonine biosynthesis.,TRUE,['T6'],['T6'],I,6,1,1,"['R01466', 'R01466', 'R01466', 'R01466', 'R01466', 'R05086']",6,"['R01466', 'R00751', 'R00996', 'R01465', 'R00751', 'R00996', 'R01466', 'R00751', 'R01466', 'R00996', 'R00751', 'R01466', 'R00996', 'R00751', 'R01466', 'R01465', 'R00996', 'R03663']",18,Ec
I7,L‑Threonine,Threonine Deaminase,4.3.1.19,ilvA,2‑Oxobutyrate,C00109,Diverts threonine from protein synthesis.,TRUE,[],['W12'],I,7,0,1,"['R00220', 'R00996', 'R00220', 'R00996', 'R00220', 'R00996', 'R00220', 'R00996', 'R00220', 'R00220', 'R00996']",11,"['R00999', 'R00996', 'R08648', 'R00994', 'R10991', 'R01199', 'R00996', 'R08648', 'R00994', 'R08648', 'R10991', 'R00994', 'R08648', 'R00996', 'R06987', 'R00994', 'R00996', 'R00999', 'R10991', 'R00994', 'R00996', 'R08648']",22,Ec
I8,2‑Oxobutyrate + Pyruvate,Acetolactate Synthase,2.2.1.6,ilvB,2‑Aceto‑2‑hydroxybutyrate,C06006,Same enzyme also functions in valine synthesis.,TRUE,"['V0', 'L0']",[],I,8,2,0,"['R08648', 'R00226', 'R00226', 'R08648', 'R00226', 'R08648', 'R00226', 'R08648', 'R00014', 'R00014', 'R00014', 'R00226', 'R00226', 'R00226', 'R08648', 'R00226', 'R00014']",17,"['R08648', 'R08648', 'R05069', 'R05069', 'R08648', 'R08648', 'R05069', 'R08648']",8,Ec
I9,2‑Aceto‑2‑hydroxybutyrate,Acetohydroxyacid Isomeroreductase,1.1.1.86,ilvC,"2,3-Dihydroxy-3-methylpentanoate",C06007,–,TRUE,"['V1', 'L1']",[],I,9,2,0,"['R05071', 'R04440', 'R05069', 'R05068', 'R05071', 'R04440', 'R05068', 'R05069', 'R05068', 'R05069', 'R05071', 'R04440', 'R04439']",13,"['R05070', 'R05068', 'R05070', 'R05070', 'R05068', 'R05070', 'R05068', 'R05070']",8,Ec
I10,"2,3-Dihydroxy-3-methylpentanoate",Dihydroxyacid Dehydratase,4.2.1.9,ilvD,3-Methyl-2-oxopentanoate,C00671,–,TRUE,"['V2', 'L2']",[],I,10,2,0,"['R05070', 'R04441', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441']",11,"['R05070', 'R02196', 'R05070', 'R02196', 'R02199', 'R05070', 'R03171', 'R05070', 'R02199', 'R02199', 'R02199', 'R05070']",12,Ec
I11,3-Methyl-2-oxopentanoate,Aminotransferase,2.6.1.42,ilvE,L‑Isoleucine,C00107,Final transamination step.,TRUE,[],[],I,11,0,0,"['R01214', 'R10991', 'R01214', 'R01214', 'R01090', 'R02199', 'R10991', 'R01214', 'R02199', 'R01090', 'R01214', 'R10991', 'R01214', 'R02199', 'R01090', 'R02199', 'R01090', 'R01214', 'R01214']",19,[],0,Ec
V0,Pyruvate,Acetolactate Synthase,2.2.1.6,ilvB,Acetolactate,C06010,Pyruvate is the primary glycolytic end‑product.,TRUE,"['I8', 'L0']",['L0'],V,0,2,1,"['R08648', 'R00226', 'R00226', 'R08648', 'R00226', 'R08648', 'R00226', 'R08648', 'R00014', 'R00014', 'R00014', 'R00226', 'R00226', 'R00226', 'R08648', 'R00226', 'R00014']",17,"['R00226', 'R00226', 'R05071', 'R00226', 'R05071', 'R00226', 'R00226', 'R00226', 'R05071', 'R00226', 'R04439', 'R00226']",12,Ec
V1,Acetolactate,Acetohydroxyacid Isomeroreductase,1.1.1.86,ilvC,"2,3‑Dihydroxy-isovalerate",C04272,–,TRUE,"['I9', 'L1']",['L1'],V,1,2,1,"['R05071', 'R04440', 'R05069', 'R05068', 'R05071', 'R04440', 'R05068', 'R05069', 'R05068', 'R05069', 'R05071', 'R04440', 'R04439']",13,"['R04441', 'R04440', 'R04441', 'R04440', 'R04441', 'R04441', 'R04441', 'R04440', 'R04441', 'R04439']",10,Ec
V2,"2,3‑Dihydroxy-isovalerate",Dihydroxyacid Dehydratase,4.2.1.9,ilvD,3-Methyl-2-oxobutanoic acid,C00141,–,TRUE,"['I10', 'L2']",['L2'],V,2,2,1,"['R05070', 'R04441', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441']",11,"['R04441', 'R01213', 'R01214', 'R01226', 'R04441', 'R01214', 'R01226', 'R01213', 'R04441', 'R01214', 'R01213', 'R01210', 'R04441', 'R01214', 'R01213', 'R01214', 'R01226', 'R01213', 'R01214', 'R01213', 'R01215', 'R01214', 'R04441', 'R01226', 'R04441', 'R01214']",26,Ec
V3,3-Methyl-2-oxobutanoic acid,Aminotransferase,2.6.1.2,ilvE,L‑Valine,C00183,Typically uses glutamate as the amino donor.,TRUE,"['L6', 'A0']",[],V,3,2,0,['R00258'],1,"['R01214', 'R01214', 'R01214', 'R01214', 'R01214', 'R01214', 'R01215', 'R01214', 'R01214', 'R03665']",10,Ec
L0,Pyruvate,Acetolactate Synthase,2.2.1.6,ilvB,Acetolactate,C06010,Pyruvate is the primary glycolytic end‑product.,TRUE,"['I8', 'V0']",['V0'],L,0,2,1,"['R08648', 'R00226', 'R00226', 'R08648', 'R00226', 'R08648', 'R00226', 'R08648', 'R00014', 'R00014', 'R00014', 'R00226', 'R00226', 'R00226', 'R08648', 'R00226', 'R00014']",17,"['R00226', 'R00226', 'R05071', 'R00226', 'R05071', 'R00226', 'R00226', 'R00226', 'R05071', 'R00226', 'R04439', 'R00226']",12,Ec
L1,Acetolactate,Acetohydroxyacid Isomeroreductase,1.1.1.86,ilvC,"2,3‑Dihydroxy-isovalerate",C04272,–,TRUE,"['I9', 'V1']",['V1'],L,1,2,1,"['R05071', 'R04440', 'R05069', 'R05068', 'R05071', 'R04440', 'R05068', 'R05069', 'R05068', 'R05069', 'R05071', 'R04440', 'R04439']",13,"['R04441', 'R04440', 'R04441', 'R04440', 'R04441', 'R04441', 'R04441', 'R04440', 'R04441', 'R04439']",10,Ec
L2,"2,3‑Dihydroxy-isovalerate",Dihydroxyacid Dehydratase,4.2.1.9,ilvD,3-Methyl-2-oxobutanoic acid,C00141,–,TRUE,"['I10', 'V2']",['V2'],L,2,2,1,"['R05070', 'R04441', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441', 'R05070', 'R04441']",11,"['R04441', 'R01213', 'R01214', 'R01226', 'R04441', 'R01214', 'R01226', 'R01213', 'R04441', 'R01214', 'R01213', 'R01210', 'R04441', 'R01214', 'R01213', 'R01214', 'R01226', 'R01213', 'R01214', 'R01213', 'R01215', 'R01214', 'R04441', 'R01226', 'R04441', 'R01214']",26,Ec
L3,3-Methyl-2-oxobutanoic acid,Isopropylmalate Synthase,2.3.3.13,leuA,2‑Isopropylmalate,C02504,First step unique to leucine synthesis.,TRUE,[],[],L,3,0,0,"['R01213', 'R01213', 'R01213', 'R01213', 'R01213', 'R01213']",6,"['R01213', 'R03968', 'R01213', 'R03968', 'R01213', 'R10170', 'R01213', 'R10170', 'R01213', 'R03968', 'R01213']",11,Ec
L4,2‑Isopropylmalate,Isopropylmalate Isomerase,5.3.3.2,leuC/leuD,3‑Isopropylmalate,C04411,Functions as a heterodimer (LeuC and LeuD).,TRUE,[],[],L,4,0,0,"['R01123', 'R01123', 'R01123']",3,"['R04426', 'R04001', 'R04426', 'R10052', 'R04001', 'R04426', 'R10170', 'R10170', 'R10052', 'R04426', 'R04001']",11,Ec
L5,3‑Isopropylmalate,Isopropylmalate Dehydrogenase,1.1.1.85,leuB,4‑Methyl‑2‑oxopentanoate,C00233,–,TRUE,[],[],L,5,0,0,"['R04426', 'R00994', 'R04426', 'R00994', 'R10052', 'R04426', 'R01652', 'R00994', 'R10052', 'R00994', 'R00994', 'R04426']",12,"['R01088', 'R01088', 'R10052', 'R01090', 'R01652', 'R01651', 'R10052', 'R01090', 'R01090', 'R01090']",10,Ec
L6,4‑Methyl‑2‑oxopentanoate,Aminotransferase,2.6.1.2,ilvE,L‑Leucine,C00123,Final transamination step.,TRUE,"['V3', 'A0']",[],L,6,2,0,['R00258'],1,"['R01088', 'R01088', 'R01090', 'R01090', 'R01090', 'R01090', 'R03657']",7,Ec
A0,Pyruvate,Alanine Aminotransferase,2.6.1.2,alaC,L‑Alanine,C00041,"A simple, single‑step transamination reaction.",FALSE,"['V3', 'L6']",[],A,0,2,0,['R00258'],1,"['R00401', 'R03599', 'R00907', 'R03193', 'R03210', 'R00258', 'R10124', 'R07460', 'R04187', 'R01712', 'R00369', 'R00258', 'R10124', 'R03210', 'R07460', 'R00258', 'R01215', 'R00258', 'R03599', 'R00401', 'R03193', 'R07460', 'R03210', 'R10124', 'R03038']",25,Ec
E0,Oxaloacetate + Acetyl‑CoA,Citrate Synthase,2.3.3.1,gltA,Citrate,C00158,First reaction of the TCA cycle.,TRUE,"['Q0', 'P0', 'R0']","['Q0', 'P0', 'R0']",E,0,3,3,"['R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351']",10,"['R00351', 'R01325', 'R01324', 'R00351', 'R01325', 'R00351', 'R01325', 'R00351', 'R01324', 'R00351', 'R01325', 'R01324', 'R00351', 'R01324', 'R01325', 'R00351', 'R00351', 'R01325', 'R00351', 'R00351', 'R01325']",21,Ec
E1,Citrate,Aconitase,4.2.1.3,acnB,Isocitrate,C00311,–,TRUE,"['Q1', 'P1', 'R1']","['Q1', 'P1', 'R1']",E,1,3,3,"['R01900', 'R01325', 'R01324', 'R01324', 'R01325', 'R01900', 'R01324', 'R01324', 'R01900', 'R01325', 'R01900', 'R01325', 'R01900', 'R01325']",14,"['R01899', 'R00479', 'R00267', 'R01900', 'R01324', 'R01900', 'R01899', 'R00479', 'R01900', 'R01899', 'R00267', 'R00479', 'R00267', 'R01324', 'R00479', 'R01900', 'R01899', 'R01324', 'R00709', 'R01324', 'R00267', 'R01899', 'R01900', 'R01900', 'R00479', 'R00267', 'R01900', 'R00267']",28,Ec
E2,Isocitrate,Isocitrate Dehydrogenase,1.1.1.42,icd,α‑Ketoglutarate,C00026,Generates NADPH.,TRUE,"['Q2', 'P2', 'R2']","['Q2', 'P2', 'R2']",E,2,3,3,"['R01899', 'R00268', 'R00267', 'R01899', 'R00268', 'R01899', 'R00268', 'R00267', 'R00267', 'R01899', 'R00268', 'R00267', 'R00268', 'R01899', 'R00267', 'R00267']",16,"['R00268', 'R01648', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R03243', 'R02283', 'R01214', 'R08165', 'R00895', 'R05085', 'R08549', 'R00267', 'R00355', 'R00258', 'R04217', 'R10991', 'R07659', 'R00269', 'R02433', 'R12216', 'R02274', 'R12217', 'R12216', 'R04438', 'R13036', 'R01197', 'R00268', 'R00734', 'R00355', 'R02283', 'R00093', 'R08165', 'R01214', 'R03243', 'R04173', 'R00268', 'R00267', 'R08549', 'R04173', 'R00021', 'R04475', 'R01648', 'R00243', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00267', 'R04173', 'R08549', 'R00355', 'R00355', 'R00268', 'R00709', 'R02283', 'R01214', 'R01090', 'R02199', 'R08549', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00267', 'R00355', 'R02283', 'R00258', 'R04475', 'R00114', 'R03243', 'R00734', 'R00694', 'R07659', 'R04438', 'R05085', 'R01214', 'R08165', 'R00621', 'R00268', 'R07659', 'R04438', 'R00908', 'R01648', 'R00267', 'R04173', 'R00114', 'R00248', 'R05320', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00269', 'R04173', 'R07396', 'R02433', 'R02619', 'R00896', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00248', 'R02283', 'R00355', 'R00258', 'R01155', 'R04217', 'R05052', 'R03243', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R05320', 'R00267', 'R05085', 'R01214', 'R00621', 'R08165', 'R00734', 'R00734', 'R00734']",152,Ec
E3,α‑Ketoglutarate,Glutamate Dehydrogenase,2.6.1.1,aspC,L‑Glutamate,C00025,Reversible amination reaction.,TRUE,"['K1', 'T1', 'M1', 'I1', 'Q3', 'P3', 'R3']","['Q3', 'P3', 'R3']",E,3,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00768', 'R01648', 'R00261', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R04558', 'R03243', 'R00239', 'R00259', 'R02283', 'R07414', 'R07419', 'R01214', 'R04463', 'R00575', 'R00894', 'R00494', 'R00260', 'R02237', 'R05578', 'R00253', 'R00895', 'R05085', 'R00355', 'R00258', 'R00411', 'R04217', 'R10991', 'R10993', 'R00251', 'R07659', 'R02433', 'R02274', 'R00245', 'R03916', 'R01072', 'R04438', 'R00734', 'R00355', 'R01072', 'R04463', 'R02283', 'R00259', 'R00093', 'R05578', 'R01214', 'R04558', 'R03243', 'R00239', 'R04173', 'R00253', 'R00575', 'R04173', 'R00253', 'R00021', 'R04475', 'R01648', 'R00261', 'R05578', 'R00243', 'R12214', 'R02274', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R01214', 'R01090', 'R02199', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R00239', 'R00258', 'R00253', 'R04475', 'R00114', 'R03243', 'R04558', 'R00734', 'R00694', 'R07659', 'R00768', 'R04438', 'R00894', 'R05085', 'R01214', 'R02237', 'R04241', 'R00942', 'R01716', 'R05578', 'R00575', 'R00768', 'R07659', 'R04438', 'R00253', 'R00908', 'R01648', 'R00261', 'R04173', 'R00253', 'R00114', 'R00248', 'R01072', 'R04463', 'R00575', 'R00578', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00261', 'R00253', 'R00256', 'R00575', 'R00707', 'R00768', 'R01072', 'R04173', 'R07396', 'R02433', 'R02619', 'R10993', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R00248', 'R02283', 'R00259', 'R00253', 'R00256', 'R00355', 'R00258', 'R00575', 'R01155', 'R04217', 'R00411', 'R07414', 'R07419', 'R00245', 'R00239', 'R05052', 'R03243', 'R04558', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R03970', 'R03971', 'R00260', 'R03916', 'R00894', 'R00494', 'R00251', 'R05085', 'R01214', 'R01716', 'R04241', 'R00942', 'R02237', 'R02237', 'R05578', 'R00239', 'R00734', 'R00734', 'R00734', 'R05578']",198,Ec
Q0,Oxaloacetate + Acetyl‑CoA,Citrate Synthase,2.3.3.1,gltA,Citrate,C00158,First reaction of the TCA cycle.,TRUE,"['E0', 'P0', 'R0']","['E0', 'P0', 'R0']",Q,0,3,3,"['R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351']",10,"['R00351', 'R01325', 'R01324', 'R00351', 'R01325', 'R00351', 'R01325', 'R00351', 'R01324', 'R00351', 'R01325', 'R01324', 'R00351', 'R01324', 'R01325', 'R00351', 'R00351', 'R01325', 'R00351', 'R00351', 'R01325']",21,Ec
Q1,Citrate,Aconitase,4.2.1.3,acnB,Isocitrate,C00311,–,TRUE,"['E1', 'P1', 'R1']","['E1', 'P1', 'R1']",Q,1,3,3,"['R01900', 'R01325', 'R01324', 'R01324', 'R01325', 'R01900', 'R01324', 'R01324', 'R01900', 'R01325', 'R01900', 'R01325', 'R01900', 'R01325']",14,"['R01899', 'R00479', 'R00267', 'R01900', 'R01324', 'R01900', 'R01899', 'R00479', 'R01900', 'R01899', 'R00267', 'R00479', 'R00267', 'R01324', 'R00479', 'R01900', 'R01899', 'R01324', 'R00709', 'R01324', 'R00267', 'R01899', 'R01900', 'R01900', 'R00479', 'R00267', 'R01900', 'R00267']",28,Ec
Q2,Isocitrate,Isocitrate Dehydrogenase,1.1.1.42,icd,α‑Ketoglutarate,C00026,Generates NADPH.,TRUE,"['E2', 'P2', 'R2']","['E2', 'P2', 'R2']",Q,2,3,3,"['R01899', 'R00268', 'R00267', 'R01899', 'R00268', 'R01899', 'R00268', 'R00267', 'R00267', 'R01899', 'R00268', 'R00267', 'R00268', 'R01899', 'R00267', 'R00267']",16,"['R00268', 'R01648', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R03243', 'R02283', 'R01214', 'R08165', 'R00895', 'R05085', 'R08549', 'R00267', 'R00355', 'R00258', 'R04217', 'R10991', 'R07659', 'R00269', 'R02433', 'R12216', 'R02274', 'R12217', 'R12216', 'R04438', 'R13036', 'R01197', 'R00268', 'R00734', 'R00355', 'R02283', 'R00093', 'R08165', 'R01214', 'R03243', 'R04173', 'R00268', 'R00267', 'R08549', 'R04173', 'R00021', 'R04475', 'R01648', 'R00243', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00267', 'R04173', 'R08549', 'R00355', 'R00355', 'R00268', 'R00709', 'R02283', 'R01214', 'R01090', 'R02199', 'R08549', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00267', 'R00355', 'R02283', 'R00258', 'R04475', 'R00114', 'R03243', 'R00734', 'R00694', 'R07659', 'R04438', 'R05085', 'R01214', 'R08165', 'R00621', 'R00268', 'R07659', 'R04438', 'R00908', 'R01648', 'R00267', 'R04173', 'R00114', 'R00248', 'R05320', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00269', 'R04173', 'R07396', 'R02433', 'R02619', 'R00896', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00248', 'R02283', 'R00355', 'R00258', 'R01155', 'R04217', 'R05052', 'R03243', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R05320', 'R00267', 'R05085', 'R01214', 'R00621', 'R08165', 'R00734', 'R00734', 'R00734']",152,Ec
Q3,α‑Ketoglutarate,Glutamate Dehydrogenase,2.6.1.1,aspC,L‑Glutamate,C00025,Reversible amination reaction.,TRUE,"['K1', 'T1', 'M1', 'I1', 'E3', 'P3', 'R3']","['E3', 'P3', 'R3']",Q,3,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00768', 'R01648', 'R00261', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R04558', 'R03243', 'R00239', 'R00259', 'R02283', 'R07414', 'R07419', 'R01214', 'R04463', 'R00575', 'R00894', 'R00494', 'R00260', 'R02237', 'R05578', 'R00253', 'R00895', 'R05085', 'R00355', 'R00258', 'R00411', 'R04217', 'R10991', 'R10993', 'R00251', 'R07659', 'R02433', 'R02274', 'R00245', 'R03916', 'R01072', 'R04438', 'R00734', 'R00355', 'R01072', 'R04463', 'R02283', 'R00259', 'R00093', 'R05578', 'R01214', 'R04558', 'R03243', 'R00239', 'R04173', 'R00253', 'R00575', 'R04173', 'R00253', 'R00021', 'R04475', 'R01648', 'R00261', 'R05578', 'R00243', 'R12214', 'R02274', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R01214', 'R01090', 'R02199', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R00239', 'R00258', 'R00253', 'R04475', 'R00114', 'R03243', 'R04558', 'R00734', 'R00694', 'R07659', 'R00768', 'R04438', 'R00894', 'R05085', 'R01214', 'R02237', 'R04241', 'R00942', 'R01716', 'R05578', 'R00575', 'R00768', 'R07659', 'R04438', 'R00253', 'R00908', 'R01648', 'R00261', 'R04173', 'R00253', 'R00114', 'R00248', 'R01072', 'R04463', 'R00575', 'R00578', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00261', 'R00253', 'R00256', 'R00575', 'R00707', 'R00768', 'R01072', 'R04173', 'R07396', 'R02433', 'R02619', 'R10993', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R00248', 'R02283', 'R00259', 'R00253', 'R00256', 'R00355', 'R00258', 'R00575', 'R01155', 'R04217', 'R00411', 'R07414', 'R07419', 'R00245', 'R00239', 'R05052', 'R03243', 'R04558', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R03970', 'R03971', 'R00260', 'R03916', 'R00894', 'R00494', 'R00251', 'R05085', 'R01214', 'R01716', 'R04241', 'R00942', 'R02237', 'R02237', 'R05578', 'R00239', 'R00734', 'R00734', 'R00734', 'R05578']",198,Ec
Q4,L‑Glutamate,Glutamine Synthetase,6.3.1.2,glnA,L‑Glutamine,C00064,ATP‑dependent amidation; a major nitrogen donor.,TRUE,[],[],Q,4,0,0,"['R00253', 'R00253', 'R00253', 'R00253', 'R00253', 'R00253', 'R00253', 'R00253']",8,"['R00768', 'R00093', 'R04558', 'R04463', 'R00575', 'R00579', 'R00253', 'R03652', 'R01072', 'R01072', 'R04463', 'R00093', 'R04558', 'R00253', 'R00575', 'R00253', 'R00021', 'R00253', 'R00114', 'R04558', 'R00768', 'R01716', 'R00575', 'R00768', 'R00253', 'R00253', 'R00114', 'R01072', 'R04463', 'R00575', 'R00578', 'R00114', 'R00253', 'R00256', 'R00575', 'R00768', 'R01072', 'R00253', 'R00256', 'R00575', 'R04558', 'R00579', 'R01716', 'R03652']",44,Ec
